cipher_symbol,letter
526,W
527,E
528,R
529,I
53,T
530,N
531,B
532,S
533,N
534,T
535,G
536,T
537,O
538,O
539,T
54,H
540,G
541,M
542,I
543,Y
544,A
545,O
546,D
547,A
548,T
549,O
55,E
550,E
551,O
552,N
553,I
554,C
555,T
556,E
557,A
558,E
559,S
56,I
560,L
561,A
562,L
563,T
564,R
565,I
566,U
567,N
568,O
569,H
57,M
570,A
571,S
572,E
573,A
574,S
575,H
576,A
577,T
578,O
579,H
58,E
580,O
581,A
582,C
583,S
584,E
585,D
586,I
587,S
588,Y
589,W
59,T
590,V
591,S
592,U
593,E
594,O
595,U
596,H
597,H
598,I
599,H
6,E
60,F
600,H
601,M
602,O
603,N
604,O
605,R
606,E
607,T
608,W
609,O
61,O
610,C
611,H
612,N
613,V
614,C
615,O
616,L
617,I
618,I
619,R
62,E
620,L
621,M
622,L
623,P
624,T
625,E
626,S
627,Y
628,B
629,L
63,A
630,C
631,E
632,A
633,N
634,T
635,O
636,T
637,A
638,L
639,F
64,O
640,I
641,E
642,I
643,W
644,D
645,I
646,N
647,N
648,E
649,E
65,B
650,M
651,N
652,A
653,Y
654,A
655,I
656,D
657,E
658,I
659,D
66,R
660,A
661,I
662,S
663,H
664,A
665,H
666,T
667,M
668,D
669,N
67,A
670,E
671,R
672,E
673,L
674,R
675,R
676,S
677,U
678,D
679,V
68,H
680,H
681,O
682,N
683,N
684,C
685,E
686,T
687,N
688,L
689,S
69,M
690,N
691,O
692,R
693,E
694,B
695,N
696,E
697,T
698,R
699,E
7,T
70,S
700,R
701,T
702,E
703,E
704,C
705,H
706,R
707,I
708,O
709,A
71,I
710,H
711,A
712,N
713,A
714,D
715,O
716,R
717,N
718,E
719,D
72,N
720,H
721,L
722,A
723,S
724,I
725,O
726,T
727,Y
728,H
729,F
73,R
730,U
731,A
732,H
733,F
734,P
735,H
736,D
737,I
738,U
739,E
74,O
740,P
741,O
742,I
743,M
744,R
745,T
746,E
747,P
748,A
749,V
75,A
750,P
751,E
752,N
753,E
754,I
755,N
756,E
757,H
758,O
759,L
76,O
760,T
761,E
762,T
763,B
764,N
765,T
766,H
767,R
768,D
769,E
77,A
770,A
771,S
772,T
773,U
774,O
775,L
776,O
777,H
778,S
779,A
78,E
780,O
781,A
782,E
783,H
784,H
785,M
786,W
787,E
788,T
789,I
79,B
790,N
791,O
792,D
793,N
794,F
795,T
796,R
797,W
798,E
799,H
8,T
80,H
800,G
801,D
802,S
803,L
804,N
805,T
806,A
807,I
808,F
809,O
81,S
810,I
811,F
812,O
813,S
814,O
815,T
816,R
817,E
818,A
819,R
82,W
820,T
821,R
822,H
823,S
824,C
825,S
826,P
827,C
828,P
829,R
83,W
830,D
831,N
832,E
833,T
834,O
835,T
836,R
837,O
838,D
839,T
84,S
840,L
841,A
842,A
843,R
844,L
845,U
846,T
847,M
848,E
849,A
85,H
850,F
851,H
852,N
853,P
854,F
855,L
856,I
857,O
858,A
859,T
86,N
860,G
861,E
862,T
863,M
864,Y
865,Y
866,A
867,K
868,D
869,T
87,S
870,L
871,R
872,O
873,P
874,T
875,N
876,N
877,P
878,I
879,E
88,I
880,H
881,E
882,O
883,T
884,N
885,I
886,H
887,A
888,S
889,I
89,I
890,T
891,H
892,A
893,E
894,U
895,H
896,L
897,N
898,A
899,U
9,R
90,A
900,N
901,T
902,S
903,E
904,R
905,V
906,A
907,J
908,T
909,F
91,E
910,S
911,N
912,N
913,U
914,R
915,D
916,Y
917,A
918,S
919,H
92,T
920,A
921,O
922,U
923,T
924,F
925,H
926,T
927,T
928,H
929,L
93,N
930,H
931,R
932,E
933,L
934,I
935,T
936,J
937,Y
938,A
939,B
94,T
940,A
941,O
942,A
943,U
944,T
945,S
946,A
947,H
948,M
949,T
95,N
950,Y
951,E
952,I
953,Y
954,O
955,A
956,N
957,N
958,R
959,T
96,I
960,N
961,Y
962,C
963,H
964,H
965,N
966,I
967,T
968,R
969,C
97,D
970,N
971,D
972,M
973,S
974,R
975,G
976,A
977,T
978,H
979,S
98,N
980,A
981,A
982,I
983,T
984,S
985,L
986,I
987,U
988,A
989,L
99,E
990,E
991,I
992,E
993,N
994,I
995,E
996,A
997,O
998,I
999,A
