cipher_symbol,letter
70,S
700,Y
701,M
702,E
703,S
704,E
705,W
706,H
707,A
708,E
709,R
71,E
710,O
711,T
712,P
713,U
714,M
715,S
716,U
717,A
718,S
719,E
72,Q
720,T
721,R
722,U
723,E
724,B
725,I
726,J
727,E
728,Y
729,E
73,I
730,L
731,E
732,O
733,T
734,E
735,T
736,I
737,R
738,T
739,A
74,S
740,D
741,T
742,T
743,L
744,C
745,S
746,T
747,D
748,E
749,O
75,A
750,E
751,M
752,C
753,A
754,S
755,T
756,I
757,E
758,Y
759,R
76,E
760,Y
761,W
762,O
763,E
764,O
765,D
766,U
767,C
768,I
769,E
77,E
770,G
771,N
772,E
773,T
774,S
775,P
776,O
777,P
778,K
779,K
78,W
780,S
781,O
782,E
783,R
784,N
785,N
786,F
787,M
788,E
789,O
79,B
790,S
791,L
792,E
793,T
794,T
795,H
796,H
797,E
798,H
799,D
8,G
80,A
800,A
801,A
802,G
803,U
804,I
805,C
806,E
807,U
808,E
809,D
81,U
810,N
811,L
812,S
813,E
814,K
815,Y
816,I
817,E
818,I
819,A
82,U
820,T
821,E
822,H
823,T
824,C
825,R
826,U
827,N
828,T
829,I
83,A
830,N
831,E
832,U
833,D
834,B
835,E
836,N
837,C
838,C
839,A
84,K
840,I
841,N
842,A
843,V
844,E
845,N
846,S
847,D
848,D
849,U
85,S
850,T
851,P
852,N
853,T
854,S
855,R
856,A
857,I
858,I
859,R
86,T
860,C
861,D
862,S
863,M
864,W
865,S
866,E
867,E
868,S
869,H
87,R
870,R
871,H
872,V
873,W
874,S
875,E
876,L
877,A
878,H
879,E
88,T
880,A
881,N
882,S
883,O
884,R
885,R
886,L
887,I
888,S
889,M
89,O
890,L
891,H
892,O
893,H
894,A
895,W
896,T
897,A
898,I
899,L
9,R
90,N
900,E
901,O
902,K
903,N
904,H
905,E
906,D
907,O
908,D
909,K
91,C
910,H
911,R
912,A
913,E
914,T
915,A
916,E
917,N
918,O
919,S
92,Y
920,C
921,S
922,N
923,D
924,N
925,P
926,T
927,N
928,O
929,E
93,E
930,A
931,I
932,L
933,L
934,R
935,N
936,T
937,D
938,R
939,Y
94,W
940,T
941,F
942,O
943,I
944,M
945,G
946,L
947,A
948,D
949,F
95,E
950,E
951,L
952,D
953,W
954,E
955,I
956,C
957,E
958,O
959,E
96,E
960,N
961,U
962,U
963,N
964,D
965,E
966,H
967,O
968,R
969,O
97,D
970,H
971,U
972,S
973,N
974,E
975,O
976,D
977,H
978,U
979,N
98,I
980,D
981,D
982,Y
983,B
984,D
985,A
986,P
987,E
988,E
989,H
99,O
990,E
991,C
992,H
993,A
994,A
995,H
996,E
997,L
998,A
999,T
