cipher_symbol,letter
644,K
645,R
646,U
647,N
648,O
649,Q
65,P
650,D
651,I
652,H
653,O
654,E
655,T
656,N
657,E
658,T
659,I
66,E
660,N
661,I
662,S
663,D
664,R
665,N
666,I
667,E
668,L
669,E
67,T
670,H
671,T
672,O
673,T
674,C
675,E
676,U
677,O
678,V
679,I
68,N
680,T
681,F
682,H
683,E
684,E
685,A
686,S
687,T
688,C
689,E
69,S
690,D
691,O
692,O
693,L
694,D
695,I
696,E
697,N
698,T
699,N
7,T
70,T
700,E
701,T
702,E
703,E
704,T
705,F
706,D
707,S
708,O
709,T
71,U
710,C
711,I
712,E
713,Y
714,S
715,A
716,P
717,E
718,N
719,G
72,R
720,R
721,N
722,P
73,O
74,S
75,K
76,F
77,H
78,O
79,R
8,N
80,D
81,D
82,S
83,C
84,O
85,I
86,R
87,C
88,I
89,I
9,O
90,H
91,S
92,S
93,E
94,E
95,E
96,H
97,T
98,S
99,A
